Arrival Date,F_Governorate_En,F_District_En,F_Sub-District_En,F_Community_En,T_Governorate_En,T_District_En,T_Sub-District_En,T_Community_En,T_Camp_En,New Arrivals (Ind),New Arrivals (HH),Most common shelter type for new arrivals,Most common tenancy arrangement for new arrivals,1st priority need of IDPs arriving during the coverage period,2nd priority need of IDPs arriving during the coverage period,3rd priority need of IDPs arriving during the coverage period,F_Governorate_PCODE,F_District_PCODE,F_Sub-District_PCODE,F_Community_PCODE,T_Governorate_PCODE,T_District_PCODE,T_Sub-District_PCODE,T_Community_PCODE,T_Camp_PCODE
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,Afrin,Afrin,Tharifa,,26,4,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0204,SY020400,,SY02,SY0203,SY020300,C1363,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Afrin,Tharifa,,12,2,Solid_finished_houses_apartments,,NFI,Cash,Winterization,SY07,SY0700,SY070000,,SY02,SY0203,SY020300,C1363,
1-31 December,Aleppo,Jebel Saman,Daret Azza,,Aleppo,Afrin,Afrin,Khadraa,,25,4,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0200,SY020004,,SY02,SY0203,SY020300,C1365,
1-31 December,Aleppo,Afrin,Sharan,,Aleppo,Afrin,Afrin,Khadraa,,18,3,Solid_finished_houses_apartments,,NFI,Cash,Winterization,SY02,SY0203,SY020304,,SY02,SY0203,SY020300,C1365,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Afrin,Khadraa,,18,3,Solid_finished_houses_apartments,,NFI,Cash,Winterization,SY07,SY0700,SY070000,,SY02,SY0203,SY020300,C1365,
1-31 December,Aleppo,Jebel Saman,Daret Azza,,Aleppo,Afrin,Afrin,Afrin (Afrin),,68,12,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0200,SY020004,,SY02,SY0203,SY020300,C1366,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Afrin,Afrin (Afrin),,255,44,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020302,,SY02,SY0203,SY020300,C1366,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Afrin,Afrin (Afrin),,129,22,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020303,,SY02,SY0203,SY020300,C1366,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Afrin,Afrin (Afrin),,735,127,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020300,C1366,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Afrin,Enab,,28,5,Collective_centers_such_as_mosques_schools_etc,,Shelter,Food,Winterization,SY02,SY0203,SY020302,,SY02,SY0203,SY020300,C1367,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Afrin,Nireh,,27,5,Self_settled_Camp,,Shelter,Food,Winterization,SY02,SY0203,SY020303,,SY02,SY0203,SY020300,C1368,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Aleppo,Afrin,Afrin,Nireh,,11,2,Self_settled_Camp,,Shelter,Food,Winterization,SY07,SY0700,SY070005,,SY02,SY0203,SY020300,C1368,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Afrin,Afrin,Ein Dara,,22,4,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0202,SY020200,,SY02,SY0203,SY020300,C1370,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Afrin,Ein Dara,,18,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020300,,SY02,SY0203,SY020300,C1370,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Afrin,Ein Dara,,17,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020302,,SY02,SY0203,SY020300,C1370,
1-31 December,Aleppo,Afrin,Sheikh El-Hadid,,Aleppo,Afrin,Afrin,Ein Dara,,11,2,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020305,,SY02,SY0203,SY020300,C1370,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Afrin,Bteita,,22,4,Self_settled_Camp,,Shelter,Food,Winterization,SY02,SY0203,SY020302,,SY02,SY0203,SY020300,C1372,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Afrin,Bteita,,16,3,Self_settled_Camp,,Shelter,Food,Winterization,SY07,SY0700,SY070000,,SY02,SY0203,SY020300,C1372,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Afrin,Baee,,11,2,Solid_finished_houses_apartments,,Cash,NFI,Winterization,SY02,SY0203,SY020300,,SY02,SY0203,SY020300,C1373,
1-31 December,Aleppo,Afrin,Sharan,,Aleppo,Afrin,Afrin,Baee,,12,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020304,,SY02,SY0203,SY020300,C1373,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Afrin,Baee,,12,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020300,C1373,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Aleppo,Afrin,Afrin,Baee,,11,2,Solid_finished_houses_apartments,,Cash,NFI,Winterization,SY07,SY0700,SY070005,,SY02,SY0203,SY020300,C1373,
1-31 December,Aleppo,Al Bab,Ar-Ra'ee,,Aleppo,Afrin,Afrin,Basufan,,25,4,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0202,SY020203,,SY02,SY0203,SY020300,C1374,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,Afrin,Afrin,Basufan,,15,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0204,SY020400,,SY02,SY0203,SY020300,C1374,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Afrin,Afrin,Basuta,,40,7,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0202,SY020200,,SY02,SY0203,SY020300,C1376,
1-31 December,Aleppo,Afrin,Sharan,,Aleppo,Afrin,Afrin,Basuta,,12,2,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020304,,SY02,SY0203,SY020300,C1376,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,Afrin,Afrin,Basuta,,17,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0204,SY020400,,SY02,SY0203,SY020300,C1376,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Aleppo,Afrin,Afrin,Basuta,,17,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070005,,SY02,SY0203,SY020300,C1376,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Afrin,Burj Abdallah,,44,8,Self_settled_Camp,,Shelter,Food,Winterization,SY02,SY0203,SY020302,,SY02,SY0203,SY020300,C1377,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Afrin,Burj Abdallah,,66,12,Self_settled_Camp,,Shelter,Food,Winterization,SY07,SY0700,SY070000,,SY02,SY0203,SY020300,C1377,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Afrin,Ghazawiyet Afrin,,30,5,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020300,,SY02,SY0203,SY020300,C1378,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Afrin,Ghazawiyet Afrin,,12,2,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020301,,SY02,SY0203,SY020300,C1378,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Afrin,Ghazawiyet Afrin,,29,5,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020302,,SY02,SY0203,SY020300,C1378,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Afrin,Ghazawiyet Afrin,,17,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020300,C1378,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Aleppo,Afrin,Afrin,Ghazawiyet Afrin,,23,4,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070005,,SY02,SY0203,SY020300,C1378,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Afrin,Afrin,Kabashin,,18,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0202,SY020200,,SY02,SY0203,SY020300,C1380,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Afrin,Kabashin,,17,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020300,,SY02,SY0203,SY020300,C1380,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Afrin,Kabashin,,29,5,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020303,,SY02,SY0203,SY020300,C1380,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Afrin,Kabashin,,11,2,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020300,C1380,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Afrin,Kawkabeh (Afrin),,16,3,Self_settled_Camp,,Shelter,Food,Winterization,SY02,SY0203,SY020302,,SY02,SY0203,SY020300,C1381,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Afrin,Kawkabeh (Afrin),,28,5,Self_settled_Camp,,Shelter,Food,Winterization,SY07,SY0700,SY070000,,SY02,SY0203,SY020300,C1381,
1-31 December,Aleppo,Jebel Saman,Atareb,,Aleppo,Afrin,Afrin,Fafertein,,16,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0200,SY020001,,SY02,SY0203,SY020300,C1383,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Afrin,Fafertein,,16,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020301,,SY02,SY0203,SY020300,C1383,
1-31 December,Aleppo,Afrin,Sharan,,Aleppo,Afrin,Afrin,Fafertein,,11,2,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020304,,SY02,SY0203,SY020300,C1383,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Afrin,Marata (Afrin),,22,4,Self_settled_Camp,,Shelter,Food,Winterization,SY02,SY0203,SY020302,,SY02,SY0203,SY020300,C1384,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Afrin,Marata (Afrin),,16,3,Self_settled_Camp,,Shelter,Winterization,Food,SY02,SY0203,SY020302,,SY02,SY0203,SY020300,C1384,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Afrin,Marata (Afrin),,16,3,Self_settled_Camp,,Shelter,Food,Winterization,SY07,SY0700,SY070000,,SY02,SY0203,SY020300,C1384,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Afrin,Kafrshil,,22,4,Collective_centers_such_as_mosques_schools_etc,,Shelter,Winterization,Food,SY02,SY0203,SY020302,,SY02,SY0203,SY020300,C1385,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Afrin,Kafrshil,,22,4,Collective_centers_such_as_mosques_schools_etc,,Shelter,Winterization,Food,SY07,SY0700,SY070000,,SY02,SY0203,SY020300,C1385,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Afrin,Qarzihel,,16,3,Collective_centers_such_as_mosques_schools_etc,,Shelter,Food,Winterization,SY02,SY0203,SY020301,,SY02,SY0203,SY020300,C1387,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Afrin,Qarzihel,,22,4,Collective_centers_such_as_mosques_schools_etc,,Shelter,Food,Winterization,SY02,SY0203,SY020303,,SY02,SY0203,SY020300,C1387,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Afrin,Kafr Batra,,16,3,Self_settled_Camp,,Shelter,Food,Winterization,SY02,SY0203,SY020302,,SY02,SY0203,SY020300,C1388,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Afrin,Afrin,Kafr Zeid,,18,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0202,SY020200,,SY02,SY0203,SY020300,C1389,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Afrin,Kafr Zeid,,29,5,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020302,,SY02,SY0203,SY020300,C1389,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Afrin,Kafr Zeid,,11,2,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020303,,SY02,SY0203,SY020300,C1389,
1-31 December,Aleppo,Afrin,Sharan,,Aleppo,Afrin,Afrin,Kafr Zeid,,18,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020304,,SY02,SY0203,SY020300,C1389,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Afrin,Kafir (Afrin),,11,2,Self_settled_Camp,,Shelter,Food,Winterization,SY02,SY0203,SY020303,,SY02,SY0203,SY020300,C1390,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Afrin,Kafir (Afrin),,33,6,Self_settled_Camp,,Shelter,Food,Winterization,SY07,SY0700,SY070000,,SY02,SY0203,SY020300,C1390,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Afrin,Bulbul,Bulbul,,36,7,Solid_finished_houses_apartments,,Cash,NFI,Winterization,SY02,SY0202,SY020200,,SY02,SY0203,SY020301,C1391,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Bulbul,Bulbul,,36,7,Solid_finished_houses_apartments,,Cash,NFI,Winterization,SY02,SY0203,SY020300,,SY02,SY0203,SY020301,C1391,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Bulbul,Bulbul,,21,4,Solid_finished_houses_apartments,,Shelter,NFI,Winterization,SY02,SY0203,SY020300,,SY02,SY0203,SY020301,C1391,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Bulbul,Bulbul,,26,5,Solid_finished_houses_apartments,,Cash,NFI,Winterization,SY02,SY0203,SY020301,,SY02,SY0203,SY020301,C1391,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Bulbul,Bulbul,,21,4,Solid_finished_houses_apartments,,Shelter,NFI,Winterization,SY02,SY0203,SY020301,,SY02,SY0203,SY020301,C1391,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Aleppo,Afrin,Bulbul,Bulbul,,16,3,Solid_finished_houses_apartments,,Shelter,NFI,Winterization,SY07,SY0700,SY070005,,SY02,SY0203,SY020301,C1391,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Bulbul,Samha Kilani,,21,4,Solid_finished_houses_apartments,,Cash,NFI,Winterization,SY02,SY0203,SY020301,,SY02,SY0203,SY020301,C1392,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Bulbul,Samha Kilani,,20,4,Solid_finished_houses_apartments,,Health,Winterization,NFI,SY02,SY0203,SY020301,,SY02,SY0203,SY020301,C1392,
1-31 December,Aleppo,Jarablus,Jarablus,,Aleppo,Afrin,Bulbul,Samha Kilani,,15,3,Solid_finished_houses_apartments,,Cash,NFI,Winterization,SY02,SY0208,SY020800,,SY02,SY0203,SY020301,C1392,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Bulbul,Oba Beik Oba Basi,,15,3,Solid_finished_houses_apartments,,NFI,Cash,Winterization,SY02,SY0203,SY020300,,SY02,SY0203,SY020301,C1393,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Bulbul,Oba Beik Oba Basi,,15,3,Solid_finished_houses_apartments,,NFI,Cash,Winterization,SY02,SY0203,SY020302,,SY02,SY0203,SY020301,C1393,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Bulbul,Oba Beik Oba Basi,,16,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020303,,SY02,SY0203,SY020301,C1393,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Bulbul,Oba Beik Oba Basi,,15,3,Solid_finished_houses_apartments,,NFI,Cash,Winterization,SY07,SY0700,SY070000,,SY02,SY0203,SY020301,C1393,
1-31 December,Aleppo,Jebel Saman,Daret Azza,,Aleppo,Afrin,Bulbul,Khader,,21,4,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0200,SY020004,,SY02,SY0203,SY020301,C1394,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Afrin,Bulbul,Khader,,15,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0202,SY020200,,SY02,SY0203,SY020301,C1394,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Bulbul,Khader,,16,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020300,,SY02,SY0203,SY020301,C1394,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Bulbul,Khader,,21,4,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020301,,SY02,SY0203,SY020301,C1394,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Bulbul,Khader,,31,6,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020302,,SY02,SY0203,SY020301,C1394,
1-31 December,Aleppo,Al Bab,Ar-Ra'ee,,Aleppo,Afrin,Bulbul,Obudan,,22,4,Solid_finished_houses_apartments,,Shelter,NFI,Winterization,SY02,SY0202,SY020203,,SY02,SY0203,SY020301,C1395,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Aleppo,Afrin,Bulbul,Obudan,,43,8,Solid_finished_houses_apartments,,Shelter,NFI,Winterization,SY07,SY0700,SY070005,,SY02,SY0203,SY020301,C1395,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Bulbul,Sharqan,,40,7,Self_settled_Camp,,Shelter,NFI,Winterization,SY07,SY0700,SY070000,,SY02,SY0203,SY020301,C1396,
1-31 December,Idleb,Idleb,Bennsh,,Aleppo,Afrin,Bulbul,Sharqan,,37,7,Solid_finished_houses_apartments,,NFI,Winterization,Livelihoods,SY07,SY0700,SY070002,,SY02,SY0203,SY020301,C1396,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Bulbul,Abel,,66,12,Self_settled_Camp,,Winterization,Health,NFI,SY02,SY0203,SY020302,,SY02,SY0203,SY020301,C1397,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Bulbul,Abel,,17,3,Solid_finished_houses_apartments,,Shelter,Health,NFI,SY02,SY0203,SY020302,,SY02,SY0203,SY020301,C1397,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Bulbul,Abel,,39,7,Solid_finished_houses_apartments,,Shelter,Health,NFI,SY07,SY0700,SY070000,,SY02,SY0203,SY020301,C1397,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Afrin,Bulbul,Dik,,24,4,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0202,SY020200,,SY02,SY0203,SY020301,C1398,
1-31 December,Aleppo,Afrin,Sharan,,Aleppo,Afrin,Bulbul,Dik,,22,4,Solid_finished_houses_apartments,,NFI,Winterization,Livelihoods,SY02,SY0203,SY020304,,SY02,SY0203,SY020301,C1398,
1-31 December,Aleppo,Al Bab,Ar-Ra'ee,,Aleppo,Afrin,Bulbul,Deir Hasan,,40,7,Solid_finished_houses_apartments,,Shelter,Winterization,Livelihoods,SY02,SY0202,SY020203,,SY02,SY0203,SY020301,C1399,
1-31 December,Aleppo,A'zaz,Suran,,Aleppo,Afrin,Bulbul,Deir Hasan,,39,7,Self_settled_Camp,,Winterization,Livelihoods,Cash,SY02,SY0204,SY020405,,SY02,SY0203,SY020301,C1399,
1-31 December,Idleb,Harim,Dana,,Aleppo,Afrin,Bulbul,Deir Hasan,,34,6,Self_settled_Camp,,Winterization,Livelihoods,Cash,SY07,SY0703,SY070301,,SY02,SY0203,SY020301,C1399,
1-31 December,Idleb,Ariha,Ariha,,Aleppo,Afrin,Bulbul,Deir Hasan,,45,8,Solid_finished_houses_apartments,,Shelter,Winterization,Livelihoods,SY07,SY0705,SY070500,,SY02,SY0203,SY020301,C1399,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Bulbul,Sara,,26,5,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020301,,SY02,SY0203,SY020301,C1400,
1-31 December,Idleb,Harim,Harim,,Aleppo,Afrin,Bulbul,Sara,,16,3,Solid_finished_houses_apartments,,NFI,WASH,Cash,SY07,SY0703,SY070300,,SY02,SY0203,SY020301,C1400,
1-31 December,Aleppo,Al Bab,Ar-Ra'ee,,Aleppo,Afrin,Bulbul,Yabseh (Bulbul),,39,7,Self_settled_Camp,,Shelter,Livelihoods,Winterization,SY02,SY0202,SY020203,,SY02,SY0203,SY020301,C1401,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Bulbul,Yabseh (Bulbul),,35,6,Solid_finished_houses_apartments,,Winterization,Livelihoods,NFI,SY02,SY0203,SY020302,,SY02,SY0203,SY020301,C1401,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,Afrin,Bulbul,Yabseh (Bulbul),,40,7,Solid_finished_houses_apartments,,Winterization,Livelihoods,NFI,SY02,SY0204,SY020400,,SY02,SY0203,SY020301,C1401,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Aleppo,Afrin,Bulbul,Yabseh (Bulbul),,11,2,Self_settled_Camp,,Shelter,Livelihoods,Winterization,SY07,SY0700,SY070005,,SY02,SY0203,SY020301,C1401,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Afrin,Bulbul,Hajeb - Qash Ogli,,43,8,Solid_finished_houses_apartments,,Shelter,Livelihoods,Winterization,SY02,SY0202,SY020200,,SY02,SY0203,SY020301,C1402,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Bulbul,Hajeb - Qash Ogli,,38,7,Solid_finished_houses_apartments,,NFI,Winterization,Livelihoods,SY02,SY0203,SY020302,,SY02,SY0203,SY020301,C1402,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Afrin,Bulbul,Ras Ahmar,,16,3,Solid_finished_houses_apartments,,Shelter,Winterization,Livelihoods,SY02,SY0202,SY020200,,SY02,SY0203,SY020301,C1403,
1-31 December,Aleppo,Al Bab,Ar-Ra'ee,,Aleppo,Afrin,Bulbul,Ras Ahmar,,17,3,Self_settled_Camp,,NFI,Winterization,Livelihoods,SY02,SY0202,SY020203,,SY02,SY0203,SY020301,C1403,
1-31 December,Aleppo,Afrin,Sheikh El-Hadid,,Aleppo,Afrin,Bulbul,Ras Ahmar,,39,7,Self_settled_Camp,,NFI,Winterization,Livelihoods,SY02,SY0203,SY020305,,SY02,SY0203,SY020301,C1403,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,Afrin,Bulbul,Ras Ahmar,,28,5,Solid_finished_houses_apartments,,Shelter,Winterization,Livelihoods,SY02,SY0204,SY020400,,SY02,SY0203,SY020301,C1403,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Aleppo,Afrin,Bulbul,Ras Ahmar,,22,4,Solid_finished_houses_apartments,,Shelter,Winterization,Livelihoods,SY07,SY0700,SY070005,,SY02,SY0203,SY020301,C1403,
1-31 December,Aleppo,Al Bab,Ar-Ra'ee,,Aleppo,Afrin,Bulbul,Khalil - Khleilak,,40,7,Self_settled_Camp,,Winterization,Livelihoods,Cash,SY02,SY0202,SY020203,,SY02,SY0203,SY020301,C1404,
1-31 December,Idleb,Ariha,Mhambal,,Aleppo,Afrin,Bulbul,Khalil - Khleilak,,17,3,Self_settled_Camp,,Winterization,Livelihoods,Cash,SY07,SY0705,SY070502,,SY02,SY0203,SY020301,C1404,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Bulbul,Sagher - Sagher Oba Si,,10,2,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020301,,SY02,SY0203,SY020301,C1405,
1-31 December,Idleb,Harim,Dana,,Aleppo,Afrin,Bulbul,Sagher - Sagher Oba Si,,16,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY07,SY0703,SY070301,,SY02,SY0203,SY020301,C1405,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Bulbul,Za'ra,,15,3,Solid_finished_houses_apartments,,NFI,Cash,Winterization,SY02,SY0203,SY020300,,SY02,SY0203,SY020301,C1406,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Bulbul,Za'ra,,21,4,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020302,,SY02,SY0203,SY020301,C1406,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Bulbul,Za'ra,,21,4,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020301,C1406,
1-31 December,Idleb,Harim,Dana,,Aleppo,Afrin,Bulbul,Za'ra,,21,4,Solid_finished_houses_apartments,,NFI,Cash,Winterization,SY07,SY0703,SY070301,,SY02,SY0203,SY020301,C1406,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Bulbul,Bali - Koy,,20,4,Solid_finished_houses_apartments,,WASH,Winterization,Cash,SY02,SY0203,SY020302,,SY02,SY0203,SY020301,C1407,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Bulbul,Ali Elatrash - Olikar,,15,3,Solid_finished_houses_apartments,,NFI,WASH,Cash,SY02,SY0203,SY020301,,SY02,SY0203,SY020301,C1408,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Bulbul,Ali Elatrash - Olikar,,21,4,Solid_finished_houses_apartments,,NFI,WASH,Cash,SY02,SY0203,SY020302,,SY02,SY0203,SY020301,C1408,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Afrin,Bulbul,Okan,,22,4,Self_settled_Camp,,Winterization,Livelihoods,NFI,SY02,SY0202,SY020200,,SY02,SY0203,SY020301,C1409,
1-31 December,Aleppo,A'zaz,Suran,,Aleppo,Afrin,Bulbul,Okan,,22,4,Self_settled_Camp,,Winterization,Livelihoods,NFI,SY02,SY0204,SY020405,,SY02,SY0203,SY020301,C1409,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,Afrin,Bulbul,Sheikh Khoraz,,22,4,Solid_finished_houses_apartments,,Health,Winterization,Cash,SY02,SY0204,SY020400,,SY02,SY0203,SY020301,C1410,
1-31 December,Aleppo,A'zaz,Mare',,Aleppo,Afrin,Bulbul,Sheikh Khoraz,,46,8,Self_settled_Camp,,NFI,Winterization,Shelter,SY02,SY0204,SY020403,,SY02,SY0203,SY020301,C1410,
1-31 December,Idleb,Ariha,Ariha,,Aleppo,Afrin,Bulbul,Sheikh Khoraz,,41,7,Self_settled_Camp,,NFI,Winterization,Shelter,SY07,SY0705,SY070500,,SY02,SY0203,SY020301,C1410,
